Employee_ID,Full_Name,Email,Phone,Gender,Age,Department,Job_Title,Location,Joining_Date,Years_Experience,Annual_Salary_INR,Performance_Rating,Is_Active
1223,  Meera Sharma  ,meera.sharma@outlook.com,+91-9164784001,m,33.0,IT,HR Executive,Chennai,"November 03, 2018",21,68671 INR,average,TRUE
1737,Ananya Gupta,ananya.gupta@company.in,,FEMALE,26.0,Operations,Senior Analyst,hyderabad,27/12/2018,25,763154,Average,0
1280,divya pillai,divya.pillai@gmail.com,+91-9459113221,Other,33.0,MARKETING,Finance Analyst,Delhi,"July 04, 2018",19,580114,5,1
1651,Swati Verma,,+91-8497926443,female,29.0,Human Resources,Manager,Bengaluru,2018-02-16,,1254159,GOOD,0
1500,Ravi Reddy,ravi.reddy@hotmail.com,+91-9841156309,MALE,49.0,hr,SQL Developer,Delhi,07-04-2021,24,1570326,High Performer,no
1226,Pooja Reddy,pooja.reddy@outlook.com,+91-8858388988,FEMALE,38.0,Fin,Data Analyst,Bangalore,2023/03/04,,1772076,Good,TRUE
1560,Divya Singh,invalid-email,+91-8557863130,Male,38.0,MARKETING,SQL Developer,Delhi,2022-10-27,28,1287398,GOOD,N
1239,Rahul Gupta,,+91-7285061147,M,,Sales,BI Developer,Bombay,2021/03/26,23,1692706,Not Rated,yes
1260,Ananya Joshi,ananya.joshi@hotmail.com,+91-9370644214,,31.0,Operations,data analyst,MUMBAI,10-03-2018,11,818972,excellent,0
1539,Suresh Sharma,suresh.sharma@gmail.com,+91-8460010103,male,,Fin,SENIOR ANALYST,Pune,"May 06, 2021",25,1549513,Avg,Y
1306,Ananya Pillai,ananya.pillai@hotmail.com,+91-9068114086,F,25.0,Marketing,Finance Analyst,MUMBAI,02-09-2020,5,471694,Excellent,Y
1361,Pooja Rao,pooja.rao@outlook.com,+91-9167591308,,41.0,hr,Data Engineer,Mumbai,05-Feb-2018,,1407659,,FALSE
1007,Ravi Joshi,ravi.joshi@gmail.com,+91-7408091983,M,58.0,HR,BI Developer,hyderabad,2021/12/05,23,463793,GOOD,No
1351,Arjun Mishra,arjun.mishra@company.in,+91-6827018550,,26.0,Human Resources,,hyderabad,2023/06/05,25,535318,GOOD,TRUE
1390,Ravi Iyer,ravi.iyer@gmail,+91-7551632248,f,42.0,hr,SQL Developer,chennai,2022-01-17,1,0,GOOD,No
1764,neha nair,neha.nair@gmail.com,+91-6629441413,MALE,33.0,HR,HR Executive,Bangalore,16/09/2022,18,614263,GOOD,0
1021,Vikram Reddy,vikram.reddy@hotmail.com,+91-9558112515,f,54.0,Fin,Data Analyst,Chennai,2022-07-18,1,1391235,High Performer,1
1399,RAHUL NAIR,rahul.nair@gmail.com,+91-6396204771,Female,56.0,Sales,Data Analyst,hyderabad,08-Jul-2022,9,1726682,EXCELLENT,yes
1709,Ravi Nair,ravi.nair@gmail.com,,f,27.0,Human Resources,Sql Developer,Mumbai,2022/01/05,19,1522949,excellent,FALSE
1212,,employee596@outlook.com,XXXXXXXXXX,male,35.0,hr,Manager,,,,1370334,Excellent,no
1064,Rahul Patel,rahul.patel@yahoo.com,+91-8228851793,m,43.0,HR,,Pune,2022-08-14,4,416676,average,Y
1426,Neha Reddy,neha.reddy@yahoo.com,+91-9745275018,M,35.0,Operations,Manager,MUMBAI,09/05/2022,27,1376358,GOOD,1
1478,Vikram Mishra,vikram.mishra@yahoo.com,+91-8142446952,F,55.0,MARKETING,SENIOR ANALYST,Chennai,,8,1482607,Excellent,No
1177,Vikram Reddy,vikram.reddy@company.in,+91-7890129015,Unknown,57.0,sales,Manager,Delhi,08-31-2018,8,50,,no
1738,  Suresh Rao  ,suresh.rao@yahoo.com,+91-8102562879,F,22.0,Information Technology,Manager,Delhi,19-Jul-2019,8,946278,High Performer,No
1418,,employee602@hotmail.com,+91-7790667841,Other,44.0,Sales,Data Analyst,Bengaluru,2020/05/18,,1130364,2,Yes
1663,,employee603@yahoo.com,+91-6619962132,Unknown,37.0,hr,Senior Analyst,Hyderabad,2021/01/30,5,306323,Not Rated,Y
1066,Priya Nair,priya.nair@outlook.com,+91-8082047253,male,42.0,finance,Finance Analyst,Delhi,2021/01/10,23,1512806,Not Rated,N
1220,Divya Gupta,divya.gupta@yahoo.com,+91-6555705131,F,29.0,OPERATIONS,data analyst,Pune,"March 04, 2020",14,50,EXCELLENT,Yes
1157,Neha Iyer,neha.iyer@outlook.com,+91-8204114869,f,56.0,Fin,BI Developer,Mumbai,04-11-2022,5,433714,2,yes
1393,Ananya Joshi,ananya.joshi@outlook.com,+91-6507055905,FEMALE,23.0,Fin,BI Developer,,2019-03-11,22,426365,good,N
1237,Arjun Iyer,arjun.iyer@.com,+91-7956067164,Female,45.0,Operations,SQL Developer,chennai,16/06/2019,5,444743,N/A,1
1155,Pooja Kumar,pooja.kumar@outlook.com,+91-9206177239,Male,54.0,sales,Manager,hyderabad,12-24-2022,27,1290005,3,
1142,Neha Singh,neha.singh@hotmail.com,+91-8401001356,FEMALE,24.0,Information Technology,Sql Developer,Bombay,02-22-2018,,,3,0
1339,,employee611@yahoo.com,+91-6510096343,F,34.0,IT,Sql Developer,Hyderabad,2020-09-13,30,584014,Avg,TRUE
1554,Ravi Pillai,,+91-7755008946,MALE,27.0,finance,,MUMBAI,15/05/2020,29,1654510,4,no
1328,,employee613@company.in,07243782053,female,32.0,OPERATIONS,,Bombay,01-12-2020,26,1085301,Avg,
1677,Rahul Mishra,rahul.mishra@hotmail.com,917608292420,female,56.0,Human Resources,data analyst,Hyderabad,08-Sep-2020,13,1102117,2,yes
1548,  Aakash Patel  ,aakash.patel@company.in,+91-6610485820,F,26.0,it,Data Engineer,Bengaluru,,7,1091667,4,No
1718,Neha Mishra,neha.mishra@outlook.com,+91-7811432415,Unknown,35.0,Information Technology,data analyst,bangalore,2019-07-24,23,1731789,4,FALSE
1153,Neha Joshi,neha.joshi@hotmail.com,,female,49.0,hr,HR Executive,Hyderabad,2018-12-07,6,1430994,GOOD,Y
1080,pooja gupta,pooja.gupta@outlook.com,+91-7217547222,F,35.0,MARKETING,data analyst,hyderabad,26/06/2020,26,1029326,5,no
1451,Suresh Mishra,suresh.mishragmail.com,+91-9518115388,,49.0,Fin,SENIOR ANALYST,Chennai,2020-06-02,20,100419 INR,Not Rated,N
1282,Neha Nair,neha.nair@company.in,+91-6008958266,FEMALE,26.0,Human Resources,SENIOR ANALYST,Chennai,2022-11-01,26,567066,4,FALSE
1731,Ananya Nair,ananya.nair@gmail.com,XXXXXXXXXX,Other,31.0,MARKETING,SENIOR ANALYST,hyderabad,24-Apr-2020,5,767015,Average,Y
1497,Suresh Pillai,suresh.pillai@yahoo.com,+91-8429937790,M,,IT,BI Developer,chennai,09-24-2018,15,347679,excellent,1
1534,Priya Joshi,priya.joshi@company.in,+91-7450939779,m,24.0,Operations,HR Executive,chennai,"October 28, 2022",23,1270989,5,no
1081,Divya Patel,divya.patel@outlook.com,+91-8041086767,F,25.0,OPERATIONS,,MUMBAI,23/12/2020,29,1441784,GOOD,N
1254,Suresh Rao,suresh.rao@hotmail.com,+91-9580643215,f,38.0,it,Data Analyst,bangalore,2019/12/03,12,1095400,Not Rated,yes
1266,  Ananya Rao  ,ananya.rao@outlook.com,+91-9272555625,Other,58.0,Marketing,Finance Analyst,chennai,06-19-2019,12,819070,excellent,TRUE
1461,Kiran Kumar,kiran.kumar@outlook.com,09271385463,F,38.0,finance,,Delhi,2022-08-23,4,625313,Poor,1
1667,Ananya Mehta,ananya.mehta@gmail.com,+91-7396793314,Unknown,50.0,Human Resources,SENIOR ANALYST,,"March 31, 2019",13,536652,N/A,Yes
1163,Pooja Pillai,pooja.pillai@company.in,08678296395,female,49.0,Finance,data analyst,Hyderabad,08-Mar-2018,,,,TRUE
1457,Neha Kumar,neha.kumar@gmail.com,+91-7455984805,male,46.0,hr,Data Engineer,,01/05/2018,14,1589587,Not Rated,Y
1700,Kiran Nair,kiran.nair@outlook.com,+91-8879534353,F,56.0,OPERATIONS,data analyst,chennai,2018/02/04,10,332811,5,1
1437,sneha singh,sneha.singh@company.in,+91-9160721385,Other,,HR,Finance Analyst,,2023-02-03,21,441119,Poor,TRUE
1517,  Suresh Nair  ,suresh.nair@gmail.com,+91-6380232984,,26.0,hr,Data Analyst,Bengaluru,,3,34400 INR,GOOD,Yes
1628,Rahul Singh,rahul.singh@hotmail.com,+91-9037437944,f,24.0,Finance,Data Engineer,MUMBAI,,20,1709335,4,TRUE
1454,Kiran Reddy,kiran.reddy@hotmail.com,,female,26.0,it,Manager,Mumbai,2020-01-25,27,402081,Not Rated,FALSE
1325,Sneha Mehta,sneha.mehta@company.in,+91-9038254927,Unknown,54.0,Finance,Data Analyst,Mumbai,"January 03, 2023",29,392771,GOOD,no
1381,Meera Singh,meera.singh@yahoo.com,+91-8770939734,f,41.0,sales,HR Executive,Bangalore,29/06/2021,8,791445,High Performer,0
1573,Suresh Verma,suresh.verma@outlook.com,NA,f,40.0,Information Technology,SENIOR ANALYST,Hyderabad,,8,418371,Avg,1
1374,,employee639@company.in,+91-9223624529,female,50.0,Human Resources,Sql Developer,Pune,2021/04/23,8,906629,Good,no
1648,Ravi Rao,ravi.rao@outlook.com,+91-9852002754,female,23.0,IT,Senior Analyst,,"February 01, 2020",12,1508190,High Performer,Y
1137,Ananya Verma,,,FEMALE,56.0,Human Resources,Finance Analyst,Hyderabad,05-20-2020,21,1553924,High Performer,Y
1468,Ravi Rao,ravi.rao@yahoo.com,+91-6771992012,f,47.0,MARKETING,HR Executive,Bangalore,21-Apr-2023,23,972483,,1
1125,Arjun Kumar,arjun.kumar@hotmail.com,+91-7180955041,FEMALE,56.0,HR,Finance Analyst,hyderabad,,24,600438,2,1
1175,Pooja Verma,invalid-email,+91-7053498326,Male,31.0,Sales,SENIOR ANALYST,Pune,20/09/2022,10,1393142,Average,no
1571,Swati Mishra,swati.mishra@hotmail.com,+91-9603122969,F,45.0,Marketing,SENIOR ANALYST,MUMBAI,"October 08, 2018",5,930196,good,1
1097,,employee646@gmail.com,+91-7907951048,m,22.0,hr,BI Developer,Bangalore,2020-08-03,0,1467522,Excellent,Y
1476,Vikram Joshi,vikram.joshi@yahoo.com,XXXXXXXXXX,Female,57.0,Marketing,Manager,MUMBAI,06/01/2018,26,667280,Not Rated,yes
1531,Priya Singh,priya.singh@hotmail.com,+91-6099914907,MALE,24.0,finance,SENIOR ANALYST,MUMBAI,2018-04-01,N/A,1195904,High Performer,N
1181,Sneha Iyer,sneha.iyer@hotmail.com,+91-6775275976,Other,,MARKETING,BI Developer,Bombay,25/04/2022,two,398323,Not Rated,no
1225,divya pillai,divya.pillai@hotmail.com,+91-9692161811,male,56.0,Human Resources,Finance Analyst,Hyderabad,21/06/2022,11,1649131,Good,TRUE
1436,  Divya Pillai  ,divya.pillai@yahoo.com,+91-7640724675,f,27.0,Information Technology,Data Engineer,Pune,21-Mar-2018,9,1399878,4,
1026,Rahul Nair,rahul.nair@gmail.com,+91-6492394892,F,44.0,Sales,Data Engineer,Bengaluru,2018-02-24,1,1173096,,Y
1006,Meera Gupta,meera.gupta@outlook.com,+91-8326924276,Female,54.0,Marketing,Sql Developer,Bombay,08-Feb-2021,,928911,excellent,TRUE
1559,Kiran Kumar,kiran.kumar@yahoo.com,+91-6618622412,m,33.0,Fin,Data Analyst,Pune,,three years,1428117,Average,yes
1250,  Aakash Kumar  ,aakash.kumar@company.in,+91-9299843529,FEMALE,38.0,it,BI Developer,Bengaluru,"March 27, 2020",20,772581,4,1
1764,Swati Iyer,swati.iyer@company.in,NA,FEMALE,33.0,OPERATIONS,Sql Developer,Mumbai,13/04/2022,30,1783896,Average,Yes
1507,Vikram Iyer,,+91-6779355497,f,58.0,Sales,SENIOR ANALYST,MUMBAI,09-28-2020,27,1271034,Avg,N
1394,Arjun Nair,arjun.nair@yahoo.com,,Unknown,57.0,Information Technology,Data Engineer,bangalore,2020-05-17,12,1479408,Avg,N
1200,Kiran Patel,kiran.patel@gmail.com,+91-6424103194,M,57.0,Marketing,HR Executive,bangalore,2021-01-19,28,1173480,Excellent,Yes
1590,Kiran Kumar,kiran.kumar@yahoo.com,+91-7773060475,Female,0.0,Fin,Data Engineer,Chennai,24/11/2020,25,581212,,FALSE
1645,Priya Gupta,priya.gupta@yahoo.com,+91-7107819345,FEMALE,34.0,finance,Data Analyst,MUMBAI,2022/07/22,28,834764,2,FALSE
1425,kiran singh,kiran.singh@hotmail.com,+91-9555122209,MALE,53.0,it,data analyst,Chennai,06/07/2020,5,1656240,excellent,Y
1467,Arjun Rao,arjun.rao@outlook.com,+91-6222814829,Other,44.0,finance,BI Developer,hyderabad,2018-10-31,14,50,3,Yes
1214,,,+91-9230389809,female,37.0,hr,Data Analyst,Bombay,14/11/2022,2,493911,EXCELLENT,TRUE
1626,Swati Mehta,swati.mehta@gmail.com,+91-7015721607,Other,26.0,Human Resources,BI Developer,,2023/06/19,29,699468,High Performer,N
1487,Divya Verma,divya.verma@company.in,+91-9231490354,Other,42.0,Fin,Finance Analyst,Chennai,2021-12-13,24,50,average,FALSE
1088,Vikram Pillai,vikram.pillai@company.in,+91-6494270721,M,43.0,Fin,BI Developer,MUMBAI,07/08/2020,28,1564419,Not Rated,0
1048,,employee668@company.in,+91-7367244618,Unknown,41.0,sales,HR Executive,Bengaluru,2019-02-05,24,,average,N
1797,Sneha Mishra,sneha.mishra@gmail.com,+91-7748380110,male,31.0,OPERATIONS,Data Analyst,Bangalore,,5,0,5,N
1151,Ananya Kumar,ananya.kumar@outlook.com,,F,45.0,sales,HR Executive,hyderabad,28-Jul-2018,8,998276,GOOD,No
1204,Rahul Reddy,rahul.reddy@yahoo.com,+91-7003907590,Other,49.0,it,Data Analyst,Pune,,12,332157,N/A,N
1231,Kiran Pillai,kiran.pillai@outlook.com,+91-6079984471,Male,42.0,Information Technology,Senior Analyst,Chennai,30-Dec-2021,1,698508,2,TRUE
1318,Vikram Mishra,vikram.mishra@company.in,+91-8517592572,FEMALE,36.0,MARKETING,Data Engineer,Mumbai,12/11/2019,26,546029,excellent,yes
1056,Ananya Pillai,ananya.pillai@hotmail.com,+91-7057919563,female,49.0,OPERATIONS,data analyst,Bengaluru,2023-06-08,14,1304369,Not Rated,no
1800,  Swati Iyer  ,invalid-email,+91-8798389847,female,45.0,OPERATIONS,data analyst,Bangalore,"July 24, 2022",three years,1758834,5,0
1344,Neha Reddy,neha.reddy@hotmail.com,+91-7308302190,,43.0,MARKETING,HR Executive,Mumbai,"January 10, 2020",5,728895,Excellent,yes
1744,arjun iyer,,+91-7915479210,Male,51.0,Human Resources,Data Analyst,Bombay,"October 04, 2020",3,801913,Good,Yes
1649,Pooja Joshi,pooja.joshi@yahoo.com,NA,F,41.0,OPERATIONS,data analyst,hyderabad,2019-02-13,24,893618,4,0
1528,Aakash Iyer,aakash.iyer@outlook.com,+91-9358766064,F,28.0,IT,,chennai,25/12/2018,19,1419145,Poor,Yes
1291,Aakash Rao,aakash.rao@hotmail.com,+91-7820002935,f,27.0,finance,Sql Developer,Bengaluru,12-Dec-2021,29,946808,Average,1
1087,Priya Gupta,priya.gupta@hotmail.com,+91-8384360741,FEMALE,30.0,Sales,Data Engineer,Pune,2018-02-20,8,1375454,Average,N
1675,Suresh Patel,suresh.patel@company.in,+91-6004299516,m,34.0,Finance,SENIOR ANALYST,Bombay,2021-03-03,2,1277281,N/A,N
1174,  Meera Rao  ,meera.rao@yahoo.com,+91-9562124703,male,26.0,sales,Sql Developer,Mumbai,2019/01/08,5 yrs,91537 INR,2,No
1485,Arjun Mishra,arjun.mishra@yahoo.com,+91-8804866399,Other,23.0,finance,Data Analyst,MUMBAI,2020/12/24,0,971577,good,Yes
1745,Aakash Joshi,,+91-6002331874,M,23.0,Sales,Finance Analyst,chennai,2020-07-04,4,1077424,EXCELLENT,FALSE
1797,Aakash Nair,aakash.nair@gmail.com,,F,47.0,it,SENIOR ANALYST,Bengaluru,2021-12-11,0,395872,GOOD,
1689,,employee687@yahoo.com,+91-8567822451,FEMALE,35.0,it,BI Developer,Bengaluru,"May 05, 2021",21,764045,good,Y
1317,Kiran Pillai,kiran.pillai@outlook.com,+91-8920568308,F,57.0,OPERATIONS,data analyst,Bengaluru,2020-10-13,4,334015,good,Yes
1477,Neha Mishra,neha.mishra@company.in,+91-7509328461,f,56.0,MARKETING,Sql Developer,Bombay,23/02/2019,28,1524803,Excellent,
1330,Pooja Joshi,,+91-6913772036,m,31.0,Finance,data analyst,Pune,2021-02-23,0,1175724,,0
1671,,employee691@company.in,+91-8191843886,female,36.0,Marketing,Data Engineer,hyderabad,15-Nov-2019,30,711443,Poor,No
1622,Meera Verma,meera.verma@company.in,+91-6693277728,Other,40.0,MARKETING,Senior Analyst,Pune,06-Oct-2021,15,1096581,5,no
1505,Suresh Kumar,suresh.kumar@gmail.com,+91-8418416972,,54.0,Marketing,BI Developer,Mumbai,2021-05-28,27,815333,Average,No
1645,,employee694@gmail.com,,female,47.0,Information Technology,HR Executive,Hyderabad,,25,1672812,Poor,No
1022,Pooja Mehta,pooja.mehta@gmail.com,+91-6528182041,f,22.0,Marketing,data analyst,Chennai,"March 04, 2023",17,1007923,3,No
1294,divya patel,divya.patel@company.in,+91-9114168187,f,32.0,Fin,,hyderabad,2022-09-13,12,1324712,3,FALSE
1312,Vikram Mishra,vikram.mishra@gmail.com,+91-7200264250,Female,30.0,Marketing,Manager,,2022-12-27,26,1645730,2,1
1001,Priya Nair,priya.nair@yahoo.com,+91-6905594622,M,33.0,OPERATIONS,SQL Developer,Bombay,06-13-2020,3,1266428,3,TRUE
1562,Priya Reddy,priya.reddy@company.in,+91-9444806679,Unknown,58.0,it,data analyst,Mumbai,2018/06/11,29,1038566,,No
1416,Pooja Pillai,pooja.pillai@gmail.com,+91-8929601471,Male,31.0,Operations,Sql Developer,Delhi,13/04/2021,10,1446190,excellent,0
1309,Aakash Verma,aakash.verma@company.in,+91-8728033887,Unknown,52.0,Sales,BI Developer,Bombay,10-Dec-2020,12,1436943,5,
1583,Kiran Iyer,kiran.iyer@gmail.com,+91-9232796112,female,24.0,Information Technology,Data Analyst,Bombay,08-29-2022,,423170,good,Yes
1631,Arjun Pillai,arjun.pillai@outlook.com,+91-7172582522,m,53.0,Information Technology,Sql Developer,MUMBAI,,20,455882,Poor,yes
1179,Pooja Mehta,pooja.mehta@gmail.com,+91-7381425782,Other,38.0,Sales,HR Executive,hyderabad,2018-02-08,5 yrs,1701349,average,N
1694,Swati Singh,swati.singh@company.in,+91-7974823127,m,24.0,Information Technology,Senior Analyst,Chennai,"April 28, 2018",N/A,,4,Y
1079,Arjun Singh,arjun.singh@company.in,+91-7410713142,M,55.0,Operations,Manager,Bangalore,2020-04-05,9,,good,FALSE
1727,Ananya Gupta,ananya.gupta@hotmail.com,,female,45.0,OPERATIONS,Sql Developer,Pune,21/05/2020,5,1622677,2,
1431,Sneha Pillai,sneha.pillai@gmail.com,916008794014,Other,51.0,Operations,BI Developer,,2019/09/29,30,1783042,Avg,TRUE
1197,Meera Iyer,meera.iyer@company.in,+91-7774521705,MALE,24.0,Sales,Finance Analyst,Pune,2021-07-07,6,758688,,Yes
1006,Aakash Rao,aakash.rao@company.in,+91-8991401525,MALE,42.0,Marketing,Data Analyst,Bangalore,27/03/2022,12,1082658,Average,
1525,Swati Pillai,swati.pillai@gmail.com,+91-9274763284,Unknown,55.0,Operations,Senior Analyst,bangalore,17/06/2022,20,50,good,yes
1303,  Rahul Mehta  ,rahul.mehta@outlook.com,+91-6348531386,Male,39.0,Fin,SQL Developer,Hyderabad,,15,332991,Avg,yes
1628,Rahul Mishra,rahul.mishra@hotmail.com,+91-8787851568,M,38.0,Sales,,hyderabad,,N/A,,3,
1413,,employee714@hotmail.com,+91-8313481256,M,58.0,it,,Pune,,4,324853,EXCELLENT,Yes
1335,AAKASH MEHTA,aakash.mehta@company.in,,female,46.0,MARKETING,Data Engineer,Bengaluru,"September 12, 2018",,,GOOD,TRUE
1419,Pooja Kumar,pooja.kumar@company.in,+91-7912019677,male,26.0,hr,SQL Developer,hyderabad,2018-03-18,,1423524,4,0
1024,Pooja Rao,pooja.rao@gmail.com,+91-7516100805,M,46.0,Marketing,Sql Developer,Mumbai,"March 14, 2022",7,335950,Average,N
1317,Meera Reddy,meera.reddy@company.in,+91-7616524533,Male,36.0,Marketing,Data Engineer,Delhi,14-Apr-2021,2,1763516,5,no
1520,Vikram Patel,vikram.patel@hotmail.com,+91-7537451164,Male,44.0,OPERATIONS,Sql Developer,,18/01/2021,20,675949,High Performer,N
1363,Pooja Iyer,pooja.iyer@outlook.com,+91-9604103719,,44.0,hr,Data Engineer,Delhi,"August 08, 2022",17,42624 INR,Poor,Y
1128,RAVI VERMA,ravi.verma@outlook.com,+91-8993721603,,52.0,MARKETING,HR Executive,,2021-03-21,25,805348,N/A,No
1702,Arjun Mehta,arjun.mehta@gmail.com,+91-6535856716,Other,22.0,MARKETING,SQL Developer,Pune,08-Oct-2019,0,1404058,Avg,
1748,Divya Pillai,divya.pillai@yahoo.com,+91-6828889415,MALE,30.0,Operations,HR Executive,Hyderabad,29/09/2021,,1043316,Excellent,yes
1639,Neha Joshi,neha.joshi@company.in,+91-6951424441,Female,36.0,Human Resources,BI Developer,Mumbai,10-11-2019,,1132352,Good,Yes
1339,Arjun Mehta,,+91-9257393394,F,-5.0,OPERATIONS,,hyderabad,"March 28, 2018",1,50,Not Rated,No
1681,Sneha Reddy,sneha.reddy@gmail.com,+91-9957377217,FEMALE,33.0,Information Technology,SQL Developer,,2021-06-04,6,810043,Good,
1769,Sneha Reddy,sneha.reddy@outlook.com,+91-6822536398,Other,29.0,Human Resources,Manager,Chennai,"July 13, 2022",21,773656,4,yes
1442,Neha Iyer,neha.iyer@hotmail.com,07302141873,male,48.0,IT,Senior Analyst,Bombay,,30,469065,Poor,yes
1373,Priya Iyer,priya.iyer@yahoo.com,+91-7559069619,FEMALE,29.0,Human Resources,Data Engineer,Bengaluru,2023-03-19,27,1662927,good,FALSE
1202,,employee730@hotmail.com,,,52.0,Human Resources,Data Engineer,Delhi,,23,496084,Excellent,N
1687,Ravi Pillai,ravi.pillaigmail.com,+91-9036404466,MALE,32.0,sales,data analyst,Delhi,01-Aug-2021,29,1090981,N/A,0
1137,Aakash Rao,aakash.rao@company.in,+91-6030646323,m,48.0,Marketing,,MUMBAI,20/08/2021,three years,417681,Excellent,N
1552,Ananya Rao,ananya.rao@outlook.com,+91-9526698463,male,,Operations,data analyst,Bengaluru,,0,1773973,Excellent,Yes
1533,Vikram Gupta,vikram.gupta@hotmail.com,+91-6476511705,f,,MARKETING,Sql Developer,Mumbai,,29,1348279,5,Yes
1002,Vikram Rao,vikram.rao@hotmail.com,+91-8444275463,FEMALE,32.0,MARKETING,Senior Analyst,Pune,04/11/2021,7,1652468,3,yes
1379,Ravi Sharma,ravi.sharma@gmail.com,+91-6732193544,Other,54.0,Sales,Senior Analyst,Chennai,2022-07-25,4,1486687,average,TRUE
1726,Suresh Iyer,suresh.iyer@.com,+91-8833984422,F,,sales,SQL Developer,Bombay,"February 22, 2020",,499988,Excellent,Yes
1187,MEERA IYER,,+91-8886971977,Female,25.0,it,Senior Analyst,Hyderabad,2018-07-29,28,389237,4,No
1261,Ananya Iyer,ananya.iyer@gmail.com,+91-8427258822,M,33.0,it,Data Analyst,Bengaluru,2023-02-03,25,1751832,Average,N
1057,Pooja Singh,pooja.singh@gmail.com,+91-8526147677,FEMALE,47.0,Sales,BI Developer,Bangalore,11/05/2023,three years,1297196,good,No
1591,Rahul Joshi,rahul.joshi@outlook.com,NA,M,58.0,Operations,Senior Analyst,bangalore,01-Nov-2018,2,455919,EXCELLENT,N
1395,Pooja Kumar,pooja.kumar@gmail.com,+91-7178229686,female,40.0,Human Resources,Data Engineer,hyderabad,"September 20, 2020",3,887984,,no
1759,Neha Iyer,neha.iyer@outlook.com,+91-8911896416,Unknown,35.0,finance,SQL Developer,Pune,2023-05-05,19,1481765,good,yes
1524,Meera Reddy,meera.reddy@gmail.com,,f,52.0,OPERATIONS,Senior Analyst,hyderabad,,7,676133,Not Rated,N
1621,Ananya Nair,ananya.nair@company.in,+91-8639070808,FEMALE,32.0,it,Finance Analyst,,"March 15, 2021",three years,959522,EXCELLENT,
1447,Rahul Sharma,rahul.sharma@yahoo.com,+91-8405679803,M,48.0,IT,Manager,Pune,24-May-2019,25,,4,
1697,Meera Mehta,meera.mehta@outlook.com,+91-6008396505,male,33.0,Finance,Senior Analyst,Pune,08-29-2022,23,602391,Poor,
1747,Priya Rao,priya.rao@hotmail.com,+91-8752929233,f,54.0,sales,data analyst,MUMBAI,2022/04/10,10,1794664,excellent,0
1354,Swati Kumar,swati.kumar@yahoo.com,+91-8791857792,male,43.0,sales,data analyst,chennai,06-13-2020,21,461349,4,Y
1445,Priya Joshi,priya.joshi@gmail.com,,F,26.0,Information Technology,Finance Analyst,MUMBAI,"March 08, 2019",4,1482706,good,FALSE
1611,Kiran Mishra,kiran.mishra@company.in,+91-7747518666,Male,46.0,Marketing,data analyst,MUMBAI,08/04/2021,30,1116120,High Performer,
1112,Arjun Singh,arjun.singh@company.in,+91-8921322839,Female,23.0,MARKETING,Senior Analyst,Hyderabad,,24,1433641,good,0
1784,Swati Patel,swati.patel@yahoo.com,+91-8128477207,Male,54.0,Operations,Finance Analyst,,2022-07-11,,593497,N/A,N
1051,Pooja Pillai,pooja.pillai@gmail.com,+91-9259973452,F,31.0,Operations,Sql Developer,Chennai,"May 18, 2018",2,1745588,excellent,Yes
1595,Neha Mehta,neha.mehta@yahoo.com,,m,33.0,OPERATIONS,SENIOR ANALYST,Bombay,2018-12-05,4,1350238,High Performer,FALSE
1183,Neha Reddy,neha.reddy@outlook.com,+91-7193713279,FEMALE,24.0,Human Resources,Data Engineer,Bangalore,10-03-2022,5,1025319,Excellent,Y
1123,Sneha Kumar,,+91-8286684757,F,56.0,MARKETING,Senior Analyst,Delhi,23-Feb-2018,17,50,Good,Yes
1253,Meera Sharma,meera.sharma@company.in,+91-6022158944,male,29.0,Fin,Manager,Chennai,2020-08-14,7,459421,Not Rated,FALSE
1029,Suresh Pillai,suresh.pillai@outlook.com,+91-7437550554,F,30.0,Sales,Senior Analyst,MUMBAI,,1,1587368,Poor,No
1340,KIRAN RAO,kiran.rao@hotmail.com,XXXXXXXXXX,Unknown,56.0,IT,Manager,Bombay,08-06-2022,25,1131946,average,FALSE
1550,ANANYA REDDY,ananya.reddy@outlook.com,+91-9938464506,MALE,49.0,Information Technology,SQL Developer,MUMBAI,05/08/2018,19,984461,average,no
1696,Ananya Kumar,ananya.kumargmail.com,+91-6706442979,m,45.0,MARKETING,HR Executive,MUMBAI,2020-04-21,5,,Poor,yes
1410,  Ravi Nair  ,,+91-6269913445,Male,55.0,Human Resources,BI Developer,Mumbai,09-19-2022,,1244872,4,FALSE
1522,Vikram Iyer,vikram.iyer@gmail.com,+91-6415435433,,52.0,finance,data analyst,Pune,2021-09-15,0,1046190,good,0
1657,NEHA SHARMA,neha.sharma@hotmail.com,,MALE,46.0,Sales,Data Engineer,Delhi,"July 15, 2021",,1087327,N/A,1
1360,Kiran Mishra,kiran.mishra@hotmail.com,+91-8544900272,,58.0,Operations,,Bombay,14/07/2018,22,1725423,good,Yes
1513,  Meera Iyer  ,meera.iyer@hotmail.com,+91-7435818438,F,30.0,hr,Data Analyst,Mumbai,2019/04/27,28,1097070,Poor,N
1072,Arjun Mishra,arjun.mishra@company.in,+91-7061516500,MALE,36.0,finance,SENIOR ANALYST,bangalore,,22,111083 INR,,0
1286,Neha Singh,neha.singh@hotmail.com,NA,male,27.0,sales,Senior Analyst,chennai,01-19-2023,24,816842,EXCELLENT,
